uid,model,params_b,size_bucket,dataset,variant,prompt_language,eid,faithfulness_stratum,triples,sentence,judge_faithfulness_score,judge_incorrect_information
tiny-aya-global__cs-qa_cf_hsb__Id426,tiny-aya-global,3.35,small,cs-qa,cf,hsb,Id426,1,"- region Morava | isA | činžovní dům
- region Morava | location | Plzeň
- region Morava | designedBy | Adolf Loos
- region Morava | protectionStatus | nemovitá kulturní památka České republiky
- region Morava | protectionStartDate | 2002-01-01",**region Morava** | isA | činžovní dům **region Morava** | location | Plzeň **region Morava** | designedBy | Adolf Loos **region Morava** | protectionStatus | nemovitá kulturní památka České republiky **region Morava** | protectionStartDate | 2000-01-01,1,"[{""info_used"": ""region Morava | isA | činžovní dům region Morava | location | Plzeň region Morava | designedBy | Adolf Loos region Morava | protectionStatus | nemovitá kulturní památka České republiky region Morava | protectionStartDate | 2000-01-01"", ""correct_info"": ""The sentence is not a natural-language sentence but keeps the exact pipe-separated RDF format."", ""comment"": ""wrong_transform""}]"
qwen3-1_7b__sk-qa_cf_hsb__Id193,qwen3-1_7b,1.7,small,sk-qa,cf,hsb,Id193,1,- Jana Kirschner | isA | slovenská herečka,Jana Kirschner | isA | slovenská herečka,1,"[{""info_used"": ""Jana Kirschner | isA | slovenská herečka"", ""correct_info"": ""Jana Kirschner | isA | slovenská herečka"", ""comment"": ""wrong_transform""}]"
gpt-oss-120b__sk-qa_fa_hsb__Id96,gpt-oss-120b,117.0,large,sk-qa,fa,hsb,Id96,2-4,"- Vavro Šrobár | knownAs | Andrej Bielik
- Vavro Šrobár | knownAs | Pozorovateľ",Vavro Šrobár je znaty jako Andrej Bielik a jako Pozorowatel.,4,"[{""info_used"": ""Pozorowatel"", ""correct_info"": ""Pozorovateľ"", ""comment"": ""wrong_object: The sentence uses 'Pozorowatel' instead of the triple's 'Pozorovateľ', which changes the entity's name.""}]"
llama4-scout-openrouter__sk-qa_fa_hsb__Id137,llama4-scout-openrouter,17.0,medium,sk-qa,fa,hsb,Id137,2-4,- Štiavnica | riverSource | Banská Štiavnica,Štiavnica wušće ze Štiavničke Banske.,2,"[{""info_used"": ""Štiavnica wušće ze Štiavničke Banske."", ""correct_info"": ""Štiavnica | riverSource | Banská Štiavnica"", ""comment"": ""reverse: The sentence says Štiavnica flows out of Banská Štiavnica (mouth), but the triple says its source is Banská Štiavnica.""}]"
gemma4-e4b__cs-qa_fa_sk__Id106,gemma4-e4b,8.0,small,cs-qa,fa,sk,Id106,5,"- František Barvitius | nationality | Československý
- František Barvitius | profession | inženýr
- František Barvitius | contributedTo | Walter Minor
- Walter Minor | type | letecký motor","František Barvitius je Československý inženýr, ktorý prispel k Walter Minorovi, ktorý je letecký motor.",5,[]
gemma4-31B__cs-qa_cf_sk__Id191,gemma4-31B,30.7,medium,cs-qa,cf,sk,Id191,5,"- Samotáři | genre | komedie
- Samotáři | countryOfOrigin | Česká
- Samotáři | releaseYear | 2000
- Samotáři | featuresActor | Bohdalová Jirásková Janžurová
- Samotáři | featuresActor | Jiří Macháček
- Samotáři | featuresActor | Saša Rašilov mladší","Samotáři sú komédie z Česka z roku 2000, v ktorých hrajú Bohdalová Jirásková Janžurová, Jiří Macháček a Saša Rašilov mladší.",5,[]
gemma4-31B__cs-qa_cf_sk__Id3,gemma4-31B,30.7,medium,cs-qa,cf,sk,Id3,2-4,"- svátek svatého Mikuláše | associatedWith | rozdávání dárků dětem
- svátek svatého Mikuláše | celebrationDate | 2006-01-01
- svátek svatého Mikuláše | celebrationTime | večer","Svátek svatého Mikuláše je spojený s rozdávaním darov detektívom, oslavuje sa 2006-01-01 večer.",4,"[{""info_used"": ""rozdávaním darov detektívom"", ""correct_info"": ""rozdávání dárků dětem"", ""comment"": ""wrong_object: the sentence says 'detektívom' (detectives) instead of 'dětem' (children)""}]"
gemma4-31B__sk-qa_cf_sk__Id16,gemma4-31B,30.7,medium,sk-qa,cf,sk,Id16,5,- Matej Tóth | competesIn | snowboarding,Matej Tóth súťaží v snowboardinge.,5,[]
gemma4-31B__cs-qa_fa_sk__Id432,gemma4-31B,30.7,medium,cs-qa,fa,sk,Id432,5,- první česká knížecí dynastie | hasName | dynastie Přemyslovců,Prvá česká kniežacia dynastia má názov dynastie Přemyslovců.,5,[]
qwen3_5-122b__sk-qa_cf_sk__Id468,qwen3_5-122b,125.0,large,sk-qa,cf,sk,Id468,5,"- Jaroslav Melišek | isMemberOf | SDKÚ DS
- Jaroslav Melišek | currentPosition | Deputy Chairman
- Deputy Chairman | ofParty | SDKÚ DS",Jaroslav Melišek je členom SDKÚ DS a zastáva funkciu Deputy Chairman tejto strany.,5,[]
qwen3_5-9b__cs-qa_cf_sk__Id30,qwen3_5-9b,9.7,small,cs-qa,cf,sk,Id30,2-4,"- Samková | nationality | český
- Samková | title | král
- Samková | built | Hladová zeď","Samková, ktorá je česká kráľovná, postavila Hladovú zeď.",4,"[{""info_used"": ""Samková, ktorá je česká kráľovná"", ""correct_info"": ""Samková | title | král"", ""comment"": ""wrong_object: triple says title is 'král' (king), not 'kráľovná' (queen)""}]"
qwen3_5-122b__sk-qa_cf_sk__Id181,qwen3_5-122b,125.0,large,sk-qa,cf,sk,Id181,5,- Ľubomír Feldek | birthPlace | Košice,Ľubomír Feldek sa narodil v Košiciach.,5,[]
tiny-aya-global__sk-qa_fa_sk__Id287,tiny-aya-global,3.35,small,sk-qa,fa,sk,Id287,2-4,"- Zemetrasenie pri Humennom | location | Humenné
- Zemetrasenie pri Humennom | date | 2023-10
- Zemetrasenie pri Humennom | magnitude | 4.9",V Humennom sa 10. októbra 2023 udialo zemetrasenie s magnitúdou 4.9.,4,"[{""info_used"": ""10. októbra 2023"", ""correct_info"": ""2023-10"", ""comment"": ""over_specific: the triple gives only year and month (2023-10), but the sentence specifies the exact day (10. októbra 2023).""}]"
llama4-scout-openrouter__sk-qa_fa_sk__Id194,llama4-scout-openrouter,17.0,medium,sk-qa,fa,sk,Id194,2-4,"- Trojica | represents | Historické Slovenské Národné Hnutie
- Trojica | hasMembers | Štúr
- Trojica | hasMembers | Hurban
- Trojica | hasMembers | Hodža
- Trojica | isMostFamous | true","Historické Slovenské Národné Hnutie reprezentuje a je najznámejším hnutím, ktorého členmi sú Štúr, Hurban a Hodža.",2,"[{""info_used"": ""Historické Slovenské Národné Hnutie reprezentuje a je najznámejším hnutím, ktorého členmi sú Štúr, Hurban a Hodža."", ""correct_info"": ""Trojica represents Historické Slovenské Národné Hnutie; Trojica hasMembers Štúr, Hurban, Hodža; Trojica isMostFamous true"", ""comment"": ""reverse: The sentence makes 'Historické Slovenské Národné Hnutie' the subject that represents and has members, but the triples state that 'Trojica' represents it and has the members. The roles are swapped.""}]"
gpt-oss-120b__cs-qa_fa_sk__Id8,gpt-oss-120b,117.0,large,cs-qa,fa,sk,Id8,2-4,"- Karel Gott | nationality | český
- Karel Gott | profession | zpěvák
- Karel Gott | award | Zlatý slavík
- Karel Gott | awardCount | 1
- Zlatý slavík | awardFrequency | nejvíckrát","Karel Gott má národnosť český, má povolanie spevák, získal ocenenie Zlatý slavík a má počet ocenení 1. Zlatý slavík má frekvenciu ocenenia najčastejšie.",4,"[{""info_used"": ""má počet ocenení 1"", ""correct_info"": ""Karel Gott | awardCount | 1"", ""comment"": ""unsupported: the triple states awardCount is 1, but the sentence claims 'má počet ocenení 1' which is a literal translation and supported. No error here.""}, {""info_used"": ""Zlatý slavík má frekvenciu ocenenia najčastejšie"", ""correct_info"": ""Zlatý slavík | awardFrequency | nejvíckrát"", ""comment"": ""wrong_object: the triple states awardFrequency is 'nejvíckrát', but the sentence says 'najčastejšie', which is a different word with a different meaning.""}]"
qwen3-1_7b__sk-qa_fa_sk__Id62,qwen3-1_7b,1.7,small,sk-qa,fa,sk,Id62,2-4,"- Fontána pre Zuzanu | isA | hudobný film
- Fontána pre Zuzanu | releaseYear | 1986
- Fontána pre Zuzanu | basedOn | román Eleonóry Gašparovej
- Fontána pre Zuzanu | musicComposer | Vašo Patejdl","Fontána pre Zuzanu je hudobný film z roku 1986, ktorý sa založil na románe Eleonóry Gašparovej a má hrať Vašo Patejdl.",4,"[{""info_used"": ""má hrať Vašo Patejdl"", ""correct_info"": ""Fontána pre Zuzanu | musicComposer | Vašo Patejdl"", ""comment"": ""wrong_predicate: The sentence claims Vašo Patejdl acts in the film, but the triple states he is the music composer.""}]"
qwen3_5-122b__sk-qa_fa_sk__Id390,qwen3_5-122b,125.0,large,sk-qa,fa,sk,Id390,5,- Názov Ružinov | originatesFrom | Ružový ostrov,Názov Ružinov originatesFrom Ružový ostrov.,5,[]
gpt-oss-120b__sk-qa_cf_sk__Id480,gpt-oss-120b,117.0,large,sk-qa,cf,sk,Id480,5,"- Ľudovít Štúr | nationality | slovenská
- Ľudovít Štúr | profession | speváčka
- Ľudovít Štúr | released | Znamenia
- Znamenia | type | EP","Ľudovít Štúr má slovenskú národnosť, má povolanie speváčka a vydala Znamenia, pričom Znamenia je EP.",5,"[{""info_used"": ""má povolanie speváčka"", ""correct_info"": ""Ľudovít Štúr | profession | speváčka"", ""comment"": ""unsupported: The triple states profession is 'speváčka' (female singer), but the sentence uses 'speváčka' which is grammatically feminine, while the subject 'Ľudovít Štúr' is a male name. The sentence does not contradict the triple's object, but the grammatical gender mismatch is a fluency issue, not a faithfulness error. The claim itself is supported.""}, {""info_used"": ""vydala Znamenia"", ""correct_info"": ""Ľudovít Štúr | released | Znamenia"", ""comment"": ""unsupported: The verb 'vydala' is feminine, but the subject 'Ľudovít Štúr' is male. The triple supports the release, but the grammatical form is incorrect. This is a fluency issue, not a faithfulness error.""}]"
gemma4-e2b__cs-qa_fa_sk__Id390,gemma4-e2b,5.1,small,cs-qa,fa,sk,Id390,1,"- Československo | hadRetailNetwork | Tuzex
- Tuzex | soldGoodsType | zahraniční zboží
- Tuzex | acceptedPaymentMethod | bony","Československo hadRetailNetwork Tuzex, Tuzex predikát soldGoodsType zahraniční zboží a Tuzex predikát acceptedPaymentMethod bony.",1,"[{""info_used"": ""Československo hadRetailNetwork Tuzex, Tuzex predikát soldGoodsType zahraniční zboží a Tuzex predikát acceptedPaymentMethod bony."", ""correct_info"": ""The sentence is not a natural-language Slovak sentence; it retains the raw triple structure and English predicate labels."", ""comment"": ""wrong_transform""}]"
qwen3_5-122b__cs-qa_fa_sk__Id222,qwen3_5-122b,125.0,large,cs-qa,fa,sk,Id222,5,"- Národní přírodní rezervace | hasName | Soos
- Národní přírodní rezervace | isLocatedNear | Františkovy Lázně",Národní přírodní rezervácia má názov Soos a nachádza sa neďaleko Františkovy Lázně.,5,[]
llama4-scout-openrouter__cs-qa_cf_sk__Id8,llama4-scout-openrouter,17.0,medium,cs-qa,cf,sk,Id8,2-4,"- Martin Kavka | nationality | český
- Martin Kavka | profession | zpěvák
- Martin Kavka | award | Zlatý slavík
- Martin Kavka | awardCount | 1
- Zlatý slavík | awardFrequency | nejvíckrát","Martin Kavka je český zpěvák, ktorý získal ocenenie Zlatý slavík, a to dokonca najviac razy.",2,"[{""info_used"": ""získal ocenenie Zlatý slavík, a to dokonca najviac razy"", ""correct_info"": ""Martin Kavka | awardCount | 1; Zlatý slavík | awardFrequency | nejvíckrát"", ""comment"": ""unsupported: The sentence claims Martin Kavka won Zlatý slavík the most times, but the triples state his award count is 1 and that Zlatý slavík (the award itself) has the property of being awarded most frequently, not that Kavka won it most times.""}]"
gemma4-31B__sk-qa_fa_sk__Id81,gemma4-31B,30.7,medium,sk-qa,fa,sk,Id81,5,- Lysá | locatedIn | Slanské Vrchy,Lysá sa nachádza v Slanské Vrchy.,5,[]
tiny-aya-global__sk-qa_cf_sk__Id259,tiny-aya-global,3.35,small,sk-qa,cf,sk,Id259,2-4,"- Najstaršia univerzita na území Slovenska | foundingDate | 2011-01-01
- Najstaršia univerzita na území Slovenska | name | Universitas Istropolitana
- Universitas Istropolitana | location | území Slovenska","V roku 2001 bola založená najstaršia univerzita na území Slovenska, Universitas Istropolitana. Nachádza sa na území Slovenska.",4,"[{""info_used"": ""V roku 2001 bola založená najstaršia univerzita na území Slovenska, Universitas Istropolitana."", ""correct_info"": ""Najstaršia univerzita na území Slovenska | foundingDate | 2011-01-01"", ""comment"": ""wrong_object: The sentence states the founding year as 2001, but the triple gives 2011.""}]"
gpt-oss-120b__cs-qa_fa_sk__Id29,gpt-oss-120b,117.0,large,cs-qa,fa,sk,Id29,2-4,- Zdeněk Nejedlý | nickname | Rudý dědek,Zdeněk Nejedlý má prezývku Červený dedko.,4,"[{""info_used"": ""Červený dedko"", ""correct_info"": ""Rudý dědek"", ""comment"": ""wrong_object: the nickname in the triple is 'Rudý dědek', not 'Červený dedko'""}]"
qwen3_5-122b__sk-qa_cf_sk__Id218,qwen3_5-122b,125.0,large,sk-qa,cf,sk,Id218,5,"- Južný obchvat Nitry | forms | Vihorlatské vrchy
- Vihorlatské vrchy | isA | diaľnica",Južný obchvat Nitry tvorí Vihorlatské vrchy a Vihorlatské vrchy sú diaľnica.,5,"[{""info_used"": ""Vihorlatské vrchy sú diaľnica"", ""correct_info"": ""Vihorlatské vrchy | isA | diaľnica"", ""comment"": ""unsupported""}]"
gpt-oss-120b__cs-qa_cf_sk__Id147,gpt-oss-120b,117.0,large,cs-qa,cf,sk,Id147,5,"- Jindřich Vařeka | position | starosta
- Jindřich Vařeka | location | Příbram
- Jindřich Vařeka | startDate | 2014-01-01
- Jindřich Vařeka | endDate | 1960",Jindřich Vařeka bol starosta v Příbrame od 2014-01-01 do 1960.,5,[]
gemma4-e2b__cs-qa_cf_sk__Id483,gemma4-e2b,5.1,small,cs-qa,cf,sk,Id483,2-4,"- Eva Adamczyková | isOlympicChampionIn | snowboardcross
- Eva Adamczyková | birthName | Samková
- zimní olympijské hry 2014 | location | Okres Hradec Králové
- Eva Adamczyková | wonAtEvent | zimní olympijské hry 2014","Eva Adamczyková je olympijský šampión v snowboardcrossu, jej meno je Samková, a na zimných olympijských hrách 2014 pôsobil v Okrese Hradec Králové a vyhrála na zimných olympijských hrách 2014.",4,"[{""info_used"": ""na zimných olympijských hrách 2014 pôsobil v Okrese Hradec Králové"", ""correct_info"": ""zimní olympijské hry 2014 | location | Okres Hradec Králové"", ""comment"": ""unsupported: The sentence claims Eva Adamczyková (implied subject) operated in Okres Hradec Králové at the 2014 Winter Olympics, but the triple states the event was located there, not that she operated there.""}]"
qwen3_5-122b__cs-qa_fa_sk__Id164,qwen3_5-122b,125.0,large,cs-qa,fa,sk,Id164,2-4,"- První parostrojní železnice v českých zemích | hasName | Severní dráha císaře Ferdinanda
- Severní dráha císaře Ferdinanda | isType | parostrojní železnice
- Severní dráha císaře Ferdinanda | isLocatedIn | české země
- Severní dráha císaře Ferdinanda | isFirst | true","První parostrojní železnice v českých zemí, Severní dráha císaře Ferdinanda, je parostrojní železnicou a je první.",2,"[{""info_used"": ""je parostrojní železnicou"", ""correct_info"": ""Severní dráha císaře Ferdinanda | isType | parostrojní železnice"", ""comment"": ""unsupported: The sentence claims 'První parostrojní železnice v českých zemí' is a parostrojní železnice, but the triple states that 'Severní dráha císaře Ferdinanda' is of that type. The subject of the claim is wrong.""}, {""info_used"": ""je první"", ""correct_info"": ""Severní dráha císaře Ferdinanda | isFirst | true"", ""comment"": ""unsupported: The sentence claims 'První parostrojní železnice v českých zemí' is first, but the triple states that 'Severní dráha císaře Ferdinanda' is first. The subject of the claim is wrong.""}, {""info_used"": ""(missing)"", ""correct_info"": ""Severní dráha císaře Ferdinanda | isLocatedIn | české země"", ""comment"": ""omission: The sentence does not mention that Severní dráha císaře Ferdinanda is located in české země.""}]"
llama4-scout-openrouter__sk-qa_cf_sk__Id91,llama4-scout-openrouter,17.0,medium,sk-qa,cf,sk,Id91,2-4,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Piešťany","Národna bločková lotéria bola vyhlásená ministerstvom financií Slovenskej republiky, ktoré je ministerstvom financií krajiny Piešťany.",4,"[{""info_used"": ""ministerstvom financií krajiny Piešťany"", ""correct_info"": ""ministerstvo financií Slovenskej republiky | country | Piešťany"", ""comment"": ""wrong_object: The triple states the ministry's country is Piešťany, not that it is the ministry of the country Piešťany.""}]"
