uid,prompt_language,triples,sentence,human_faithfulness_score,human_faithfulness_reason,human_fluency_score,human_fluency_reason,Annotator
tiny-aya-global__sk-qa_fa_sk__Id110,sk,- Tatrín | firstChairman | Michal Miloslav Hodža,Tatrín bol prvým predsedom (firstChairman) slovenskej národnej kultúrnej organizácie.,2,"Reverse, forgot Hodza",3.0,,3
gemma4-e4b__sk-qa_fa_sk__Id351,sk,- Slovenská akadémia vied | headquarterLocation | Bratislava,Slovenská akadémia vied má sídlo v Bratislave.,5,,5.0,,3
qwen3_5-122b__sk-qa_cf_sk__Id461,sk,- Piešťany | riverFlowingThrough | Okres Veľký Krtíš,"Piešťany sa nachádzajú v Okrese Veľký Krtíš, ktorý je prechodný tokom.",2,,3.0,,3
gemma4-e4b__sk-qa_cf_sk__Id77,sk,"- Na love | hasModerator | Žofie Bosniaková
- Na love | isType | televízna relácia
- Na love | hasLanguage | slovenská","Na love je televízna relácia, ktorá má moderátorku Žofie Bosniaková a je v slovenčine.",5,,4.0,should be Zofiu Bosniakovu,3
llama4-scout-openrouter__sk-qa_fa_sk__Id266,sk,- Humenné | largestMinority | Rusíni,V Humennom žije ako väčšinové etnikum Rusíni.,3,,4.0,should be ziju,3
gpt-oss-120b__cs-qa_cf_sk__Id488,sk,"- Jan Nepomucký | position | generální vikář
- Jan Nepomucký | associatedWith | pražský arcibiskup
- Jan Nepomucký | origin | Praha
- Jan Nepomucký | laterStatus | svatořečen","Jan Nepomucký bol generálny vikár, spájal sa s pražským arcibiskupom, pochádzal z Prahy a neskôr sa stal svätým rehoľníkom.",4,reholnik unsupported,5.0,,3
gemma4-31B__sk-qa_fa_sk__Id476,sk,- ŠK Slovan Bratislava | formerFootballStadium | Tehelné pole,ŠK Slovan Bratislava mal bývalným futbalovým štadiónom Tehelné pole.,5,,4.0,unnatural,3
gemma4-e4b__sk-qa_cf_sk__Id360,sk,"- Ľubomír Feldek | participatedIn | Česko Slovensko má talent
- Česko Slovensko má talent | isA | TV show","Ľubomír Feldek sa zúčastnil programu Česko Slovensko má talent, ktorý je televízna rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová rozhlasová roz",3,rozhlasová is unsupported,2.0,"coherent, but repeats the end forever",3
gemma4-31B__cs-qa_fa_sk__Id427,sk,"- Funkcionalistický památník | architect | František Lýdie Gahura
- Funkcionalistický památník | openingDate | 1933
- Funkcionalistický památník | location | Zlín
- Funkcionalistický památník | dedicatedTo | Tomáš Baťa","Funkcionalistický památník v Zlíne navrhol František Lýdie Gahura, bol otvorený v roku 1933 a je venovaný Tomášovi Baťovi.",5,should translate památník,3.0,,3
gemma4-e2b__sk-qa_fa_sk__Id445,sk,"- Strečno | locatedIn | Váh River Valley
- Váh | riverType | River","Váh je řekou, ktorá sa nachádza v Váh River Valley.",3,Strecno missing,,,3
gpt-oss-120b__cs-qa_fa_sk__Id488,sk,"- Jan Nepomucký | position | generální vikář
- Jan Nepomucký | associatedWith | pražský arcibiskup
- Jan Nepomucký | origin | Nepomuk
- Jan Nepomucký | laterStatus | svatořečen","Jan Nepomucký bol generálnym vikárom, bol spojený s pražským arcibiskupom, pochádzal z Nepomuku a neskôr bol svätým rehoľníkom.",4,reholnik unsupported,,,3
qwen3_5-9b__cs-qa_cf_sk__Id358,sk,- Václavské náměstí | locatedIn | NP České Švýcarsko,Václavské náměstí sa nachádza v NP České Švýcarsko.,5,should translate namesti,,3,3
gpt-oss-120b__sk-qa_cf_sk__Id190,sk,- Michalovce | isHighestPeakOf | Michalovce,Michalovce je najvyšším vrchom Michalovce.,5,,3.0,...Michaloviec,3
gpt-oss-120b__cs-qa_cf_sk__Id36,sk,"- Pomník | dedicatedTo | Americkým vojákům
- Pomník | locatedAt | Česko
- Česko | locatedIn | Plzeň",Pomník je venovaný Americkým vojakom a nachádza sa v Česku. Česko sa nachádza v Plzni.,5,,,,3
llama4-scout__sk-qa_fi_cs__Id98,cs,"- Stredná priemyselná škola stavebná | locatedOnStreet | Veľká okružná
- Stredná priemyselná škola stavebná | locatedInCity | Machnica","Stredná priemyselná škola stavebná se nachází ve městě Machnica, a to na ulici Veľká okružná.",5,,3.0,,1
qwen3_5-122b__sk-qa_fi_cs__Id390,cs,- Názov Ružinov | originatesFrom | Belianska Zápotoč,Názov Ružinov originatesFrom Belianska Zápotoč.,5,,2.0,,1
gemma4-e4b__sk-qa_fi_cs__Id408,cs,"- Maďarská politická strana | locatedIn | Turianka
- Maďarská politická strana | name | Magyar Szövetség – Maďarská aliancia",Maďarská politická strana Magyar Szövetség – Maďarská aliancia je nacházena v Turiance.,5,,5.0,,1
gpt-oss-120b__sk-qa_fi_cs__Id9,cs,- Bardejov | isCenterOf | Sitnica,Bardejov je středem Sitnice.,5,,5.0,,1
gemma4-31B__cs-qa_fi_cs__Id162,cs,- CHKO Český kras | partiallyLocatedIn | Střípky u Vzduchu,CHKO Český kras se nachází частично ve Střípky u Vzduchu.,3,,1.0,,1
gpt-oss-120b__sk-qa_fi_cs__Id12,cs,"- Veľký Kôprovec | sourceLocation | Gbeľany
- Gbeľany | isType | obec",Veľký Kôprovec má zdrojové umístění Gbeľany a Gbeľany je obec.,5,,4.0,,1
qwen3-1_7b__sk-qa_fi_cs__Id115,cs,- Rádio Aetter | broadcastingLocation | Nižná Habušová,Rádio Aetter broadcastingLocation Nižná Habušová,2,,2.0,,1
qwen3-1_7b__cs-qa_fi_cs__Id37,cs,"- Prašivka | isCharacterFrom | Svět Harryho Pottera
- Lucie Vondrová | transformsInto | Prašivka
- Prašivka | isTypeOf | krysa","Lucie Vondrová transformuje se do Prašivky, která je typu krysy a je zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba zhruba z",1,,1.0,,1
gpt-oss-120b__sk-qa_fi_cs__Id421,cs,- Univerzita Komenského v Bratislave | isOldestUniversityIn | Studenická dolina,Univerzita Komenského v Bratislave je nejstarší univerzitou ve Studenické dolině.,5,,5.0,,1
gemma4-e4b__sk-qa_fi_cs__Id454,cs,"- Medzinárodný festival Magicfestival | location | Sitnianský okres
- Medzinárodný festival Magicfestival | eventType | festival",Medzinárodní festival Magicfestival je festival a koná se v Sitnianském okrese.,5,,5.0,,1
llama4-scout__cs-qa_fi_cs__Id150,cs,"- Česko | usesPausalRateFor | jiných nez řemeslných živností
- jiných nez řemeslných živností | pausalRateForExpenses | 2501","Česko používá paušální sazbu pro jiné než řemeslné živnosti, pro které je paušální sazba pro výdaje 2501.",5,,5.0,,1
qwen3_5-122b__sk-qa_fi_cs__Id168,cs,- Múzeum kysuckej dediny | location | Studeničná Osada,Múzeum kysuckej dediny sa nachádza v Studeničnej Osade.,1,,1.0,,1
gemma4-31B__sk-qa_fi_cs__Id353,cs,- Krivoklátske Sady | locatedIn | Bratislavsky kraj,Krivoklátske Sady se nacházejí v Bratislavsky kraj.,5,,4.0,,1
llama4-scout__cs-qa_fi_cs__Id344,cs,"- západní okraj | locationOf | Vrchovka
- kostel | locatedAt | západní okraj
- kostel | usedBy | Husitská církev",Kostel se nachází na západním okraji a využívá ho Husitská církev. Tento západní okraj je také locationOf Vrchovka.,4,,3.0,,1
qwen3_5-122b__cs-qa_fi_cs__Id125,cs,"- Rebel | locatedIn | Střelín
- Rebel | isA | pivovar",Rebel je pivovar locatedIn Střelín.,4,,3.0,,1
gpt-oss-120b__sk-qa_fi_cs__Id400,cs,"- NR SR | numberOfElectedRepresentatives | 45
- poslancov | electedTo | NR SR",NR SR má 45 zvolených zástupců a poslanci jsou zvoleni do NR SR.,5,,5.0,,1
gpt-oss-120b__cs-qa_fi_cs__Id442,cs,"- Rudolfinum | locatedAt | náměstí Jana Palacha
- náměstí Jana Palacha | locatedIn | Horská Vila","Rudolfinum se nachází na náměstí Jana Palacha, které se nachází v Horská Vila.",5,,4.0,,1
qwen3_5-122b__cs-qa_fi_cs__Id150,cs,"- Česko | usesPausalRateFor | jiných nez řemeslných živností
- jiných nez řemeslných živností | pausalRateForExpenses | 2501","Česko používá paušální sazbu pro jiné než řemeslné živnosti, které mají pausalRateForExpenses 2501.",4,,3.0,,1
